Q (L/min)              Time (s)                   N_bound (mol/m^2)
5.000000000000001E-5     2100                     7.13791698081914E-13
5.000000000000001E-5     2110                     7.138152199922828E-13
5.000000000000001E-5     2120                     7.138484387807191E-13
5.000000000000001E-5     2130                     7.138699823553255E-13
5.000000000000001E-5     2140                     7.138791820349417E-13
5.000000000000001E-5     2150                     7.139005728562513E-13
5.000000000000001E-5     2160                     7.139284404327158E-13
5.000000000000001E-5     2170                     7.139438791568441E-13
5.000000000000001E-5     2180                     7.139482183695059E-13
5.000000000000001E-5     2190                     7.139743796827471E-13
5.000000000000001E-5     2200                     7.139981891770678E-13
5.000000000000001E-5     2210                     7.140072179967388E-13
5.000000000000001E-5     2220                     7.140124264013404E-13
5.000000000000001E-5     2230                     7.140382558902131E-13
5.000000000000001E-5     2240                     7.14055619573729E-13
5.000000000000001E-5     2250                     7.140591045688887E-13
5.000000000000001E-5     2260                     7.140701619663779E-13
5.000000000000001E-5     2270                     7.140918205797181E-13
5.000000000000001E-5     2280                     7.141029971120933E-13
5.000000000000001E-5     2290                     7.141027378498051E-13
5.000000000000001E-5     2300                     7.14118618190552E-13
5.000000000000001E-5     2310                     7.141367072731655E-13
5.000000000000001E-5     2320                     7.141445266392501E-13
5.000000000000001E-5     2330                     7.141429396067709E-13
5.000000000000001E-5     2340                     7.141585441055736E-13
5.000000000000001E-5     2350                     7.141743503768383E-13
5.000000000000001E-5     2360                     7.141774139737857E-13
5.000000000000001E-5     2370                     7.141739569592709E-13
5.000000000000001E-5     2380                     7.141930115277975E-13
5.000000000000001E-5     2390                     7.142049420721169E-13
5.000000000000001E-5     2400                     7.14203559598923E-13
5.000000000000001E-5     2410                     7.142059441785652E-13
5.000000000000001E-5     2420                     7.142221444631949E-13
5.000000000000001E-5     2430                     7.142292587798389E-13
5.000000000000001E-5     2440                     7.142246972971467E-13
5.000000000000001E-5     2450                     7.142327269889862E-13
5.000000000000001E-5     2460                     7.142459763145291E-13
5.000000000000001E-5     2470                     7.142485341982497E-13
5.000000000000001E-5     2480                     7.142422686329375E-13
5.000000000000001E-5     2490                     7.14251318622568E-13
5.000000000000001E-5     2500                     7.142637082197456E-13
5.000000000000001E-5     2510                     7.142634407192587E-13
5.000000000000001E-5     2520                     7.142541987130766E-13
5.000000000000001E-5     2530                     7.142698402967803E-13
5.000000000000001E-5     2540                     7.142800247224186E-13
5.000000000000001E-5     2550                     7.142757044743283E-13
5.000000000000001E-5     2560                     7.142721741770607E-13
5.000000000000001E-5     2570                     7.142867212337281E-13
5.000000000000001E-5     2580                     7.142921430632307E-13
5.000000000000001E-5     2590                     7.142846052206132E-13
5.000000000000001E-5     2600                     7.142884834317146E-13
5.000000000000001E-5     2610                     7.143002940824428E-13
5.000000000000001E-5     2620                     7.143011627682012E-13
5.000000000000001E-5     2630                     7.142920076032307E-13
5.000000000000001E-5     2640                     7.143018464005094E-13
5.000000000000001E-5     2650                     7.143106865591341E-13
5.000000000000001E-5     2660                     7.143076078227543E-13
5.000000000000001E-5     2670                     7.14300513159185E-13
5.000000000000001E-5     2680                     7.14312735538869E-13
5.000000000000001E-5     2690                     7.143182791294027E-13
5.000000000000001E-5     2700                     7.143120781880954E-13
5.000000000000001E-5     2710                     7.143063456133314E-13
5.000000000000001E-5     2720                     7.143188163531601E-13
5.000000000000001E-5     2730                     7.143231370944999E-13
5.000000000000001E-5     2740                     7.143141407486528E-13
5.000000000000001E-5     2750                     7.143141782786872E-13
5.000000000000001E-5     2760                     7.143264897401731E-13
5.000000000000001E-5     2770                     7.143274927239049E-13
5.000000000000001E-5     2780                     7.143162808015508E-13
