spatialFrequency, correlation, smoothCorrelation
0.0315308,0.125687,0.106046
0.0315696,0.0955817,0.105574
0.0316083,0.0816082,0.105105
0.031647,0.0864834,0.104641
0.0316858,0.0875338,0.104179
0.0317245,0.0845108,0.103722
0.0317632,0.0991033,0.103267
0.031802,0.0867449,0.102816
0.0318407,0.0958205,0.102368
0.0318795,0.101739,0.101923
0.0319182,0.105688,0.101481
0.0319569,0.104748,0.101041
0.0319957,0.111658,0.100604
0.0320344,0.107847,0.100168
0.0320731,0.0909114,0.0997334
0.0321119,0.0795411,0.0992996
0.0321506,0.10238,0.0988658
0.0321893,0.0930504,0.098432
0.0322281,0.0854045,0.0979979
0.0322668,0.0904751,0.0975628
0.0323055,0.0837721,0.097127
0.0323443,0.092581,0.0966904
0.032383,0.092243,0.0962531
0.0324218,0.0829451,0.0958148
0.0324605,0.0914394,0.0953762
0.0324992,0.0911254,0.0949367
0.032538,0.0979109,0.0944965
0.0325767,0.101301,0.0940554
0.0326154,0.102323,0.0936134
0.0326542,0.102227,0.0931706
0.0326929,0.103352,0.0927266
0.0327316,0.100232,0.0922815
0.0327704,0.0940535,0.0918354
0.0328091,0.101061,0.0913879
0.0328478,0.087001,0.0909391
0.0328866,0.0898662,0.0904888
0.0329253,0.0875529,0.0900374
0.0329641,0.0627296,0.0895847
0.0330028,0.0717973,0.0891307
0.0330415,0.0690417,0.0886759
0.0330803,0.0814393,0.0882205
0.033119,0.091388,0.0877649
0.0331577,0.0992683,0.0873091
0.0331965,0.117692,0.0868539
0.0332352,0.0966364,0.0863993
0.0332739,0.0861943,0.0859458
0.0333127,0.0834513,0.0854936
0.0333514,0.0839845,0.0850428
0.0333901,0.0934452,0.0845938
0.0334289,0.0933101,0.0841465
0.0334676,0.0772519,0.0837013
