spatialFrequency, correlation, smoothCorrelation
0.0147681,0.128187,0.214854
0.0147911,0.119928,0.213843
0.0148141,0.110847,0.212828
0.0148371,0.132716,0.21181
0.0148601,0.131383,0.210788
0.0148831,0.136688,0.209764
0.0149061,0.128104,0.208734
0.0149292,0.112598,0.2077
0.0149522,0.0969617,0.206661
0.0149752,0.107513,0.205615
0.0149982,0.114828,0.204564
0.0150212,0.100173,0.203507
0.0150442,0.0815774,0.202443
0.0150672,0.067837,0.201372
0.0150902,0.0838693,0.200293
0.0151132,0.111965,0.199207
0.0151362,0.143828,0.198113
0.0151592,0.135314,0.197012
0.0151822,0.133574,0.195901
0.0152052,0.145086,0.194783
0.0152282,0.164047,0.193656
0.0152512,0.163523,0.19252
0.0152742,0.167782,0.191378
0.0152972,0.190972,0.190225
0.0153202,0.184604,0.189065
0.0153432,0.17285,0.187897
0.0153662,0.185235,0.18672
0.0153892,0.214097,0.185536
0.0154122,0.205733,0.184345
0.0154352,0.225602,0.183146
0.0154582,0.212147,0.181939
0.0154812,0.208036,0.180727
0.0155042,0.209716,0.179507
0.0155272,0.207172,0.178281
0.0155502,0.216473,0.177049
0.0155732,0.197461,0.17581
0.0155962,0.201956,0.174567
0.0156192,0.208642,0.173318
0.0156423,0.210577,0.172064
0.0156653,0.216162,0.170805
0.0156883,0.216032,0.169542
0.0157113,0.204819,0.168275
0.0157343,0.191808,0.167006
0.0157573,0.190905,0.165734
0.0157803,0.213028,0.16446
0.0158033,0.21514,0.163185
0.0158263,0.207893,0.161909
0.0158493,0.190995,0.160633
0.0158723,0.167105,0.159358
0.0158953,0.175831,0.158085
0.0159183,0.164224,0.156813
0.0159413,0.171846,0.155544
0.0159643,0.164063,0.15428
0.0159873,0.150769,0.15302
0.0160103,0.162268,0.151765
0.0160333,0.1437,0.150516
0.0160563,0.138569,0.149273
0.0160793,0.128196,0.148039
0.0161023,0.134587,0.146812
0.0161253,0.137593,0.145594
0.0161483,0.150019,0.144385
0.0161713,0.147189,0.143186
0.0161943,0.138498,0.141998
0.0162173,0.171187,0.140821
0.0162403,0.188729,0.139655
0.0162633,0.182994,0.138501
0.0162863,0.181511,0.13736
0.0163093,0.199722,0.136231
0.0163324,0.194175,0.135116
0.0163554,0.161125,0.134014
0.0163784,0.13686,0.132925
0.0164014,0.139912,0.131849
0.0164244,0.137315,0.130787
0.0164474,0.125356,0.129738
0.0164704,0.13013,0.128704
0.0164934,0.13145,0.127682
0.0165164,0.135406,0.126673
0.0165394,0.127192,0.125677
0.0165624,0.110058,0.124694
0.0165854,0.0967769,0.123722
0.0166084,0.0900953,0.122761
0.0166314,0.0723289,0.121812
0.0166544,0.0749647,0.120872
0.0166774,0.0802775,0.119942
0.0167004,0.0887667,0.11902
0.0167234,0.0747416,0.118108
0.0167464,0.0756174,0.117202
0.0167694,0.0847708,0.116302
0.0167924,0.0938908,0.115409
0.0168154,0.104555,0.114521
0.0168384,0.116233,0.113637
0.0168614,0.122396,0.112757
0.0168844,0.137944,0.111879
0.0169074,0.119621,0.111003
0.0169304,0.123892,0.110128
0.0169534,0.106228,0.109254
0.0169764,0.0999207,0.10838
0.0169994,0.101592,0.107504
0.0170225,0.0923487,0.106627
0.0170455,0.0840131,0.105747
0.0170685,0.0888501,0.104866
0.0170915,0.0967772,0.103981
0.0171145,0.102485,0.103093
0.0171375,0.0808702,0.1022
0.0171605,0.0922849,0.101304
0.0171835,0.0949089,0.100403
0.0172065,0.0845634,0.0994985
0.0172295,0.0920338,0.0985885
0.0172525,0.0889309,0.097674
0.0172755,0.10022,0.096754
0.0172985,0.101697,0.0958303
0.0173215,0.126274,0.0949011
0.0173445,0.117847,0.0939679
0.0173675,0.113246,0.0930302
0.0173905,0.111792,0.0920882
0.0174135,0.114245,0.0911419
0.0174365,0.104375,0.0901917
0.0174595,0.105637,0.0892386
0.0174825,0.105409,0.0882816
0.0175055,0.0992323,0.0873214
